title,autor,tutor,graduate_title,Carrera,year_approval,publication_timestamp,abstract,keyword
"Modelo Geológico de la zona norte del proyecto minero Santa Bárbara ubicado en el Cantón Nangaritza, provincia Zamora Chinchipe","Chacón Ordóñez, Carla Fernanda","Jarrín Jurado, Jaime Raúl",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2018,2018-10-17T00:59:29Z,"El proyecto minero Santa Bárbara Norte se encuentra ubicado en la provincia de
Zamora Chinchipe, al Sur del país, en la concesión Viche Conguime III, este
proyecto ha sido explorado desde los años 90´s por varias empresas y ha sido
motivo de estudio de vista geológico-minero y metalogénico. El presente estudio
corresponde a una correlación de la información existente en la zona de estudio de
mapeo geológico y del mapeo de alteraciones con los resultados de la geoquímica
y geofísica realizadas en el sector, Relogueo de los 11 sondajes de perforación y un
análisis estructural de las vetas tipo B, resultado del muestreo de rocas y suelos y
vectores de mineralización, posteriormente determinar el modelo geológico de la
zona de estudio y mediante el modelado 3D visualizar el cuerpo a profundidad con
la litología, secciones geológicas en algunos sondajes de perforación y la
mineralización de Au (oro).
El proyecto minero Santa Bárbara norte corresponde a un depósito tipo pórfido de
Au (oro) y Cu (cobre) afectado por pórfido diorítico que está asociado al batolito
de Za mora, el mismo pórfido diorítico emplaza en rocas volcánicas de composición
andesítica de la formación Misahuallí principalmente y afecta a secuencias
sedimentarias de conglomerados y brechas tectónicas en la zona. Las principales
alteraciones encontradas son biotítica-clorítica-cuarzo sericítica, la mineralización
encontrada corresponde a pirita (py) y calcopirita (cpy) en las vetillas de cuarzo de
forma diseminada en el pórfido diorítico, los resultados de la geoquímica y
geofísica muestran anomalías en la zona centro y se extiende hacia el SW de la zona
norte del proyecto minero Santa Bárbara. Varios autores definen a la zona de
estudio como un depósito pórfido cuprífero el cual se encuentra afectado por la falla
Nangaritza y fallas paralelas, las mismas que contribuyen a que la mineralización
en el pórfido se manifieste en las vetillas tipo B en la zona y afecte a las rocas
volcánicas.||The Santa Bárbara North mining project is located in the province of Zamora
Chinchipe, in the south of the country, in the Viche Conguime III concession, this
project has been explored since the 90's by several companies and has been the
subject of study of sight geological-mining and metallogenic. The present study 0
a correlation of the existing information in the study area of geological mapping
and the mapping of alterations with the results of geochemistry and geophysics
carried out in the sector, Religation of the 11 drill holes and a structural analysis of
the veins type B, result of the sampling of rocks and soils and mineralization
vectors, later determine the geological model of the study area and through 3D
modeling, visualize the body in depth with the lithology, geological sections in
some drill holes and mineralization of Au (gold).
The northern Santa Bárbara mining project corresponds to a deposit porphyry type
of Au (gold) and Cu (copper) affected by an intrusive body of diorite composition
that is associated with the batholith of Zamora, the same diorite porphyry affects
volcanic rocks of andesitic composition Misahuallí formation mainly and affects
sedimentary sequences of conglomerates and tectonic gaps in the area. The main
alterations found are biotite-chlorite-sericitic quartz, the mineralization found
corresponds to pyrite (py) and chalcopyrite (cpy) in quartz veins disseminated in
dioritic porphyry, the results of geochemistry and geophysics show anomalies in
the central zone and extends towards the SW of the northern area of the Santa
Bárbara mining project. Several authors define the study area as a porphyry copper
deposit which is affected by the Nangaritza fault and parallel faults, which
contribute to the porphyry mineralization to be manifested in type B veins in the
area and affect the volcanic rocks.",LABORES MINERAS||LITOLOGÍA||GEOQUÍMICA||PÓRFIDO CUPRÍFERO
"Correlación estratigráfica y estructural para determinar la continuidad de las areniscas “u”, “t” y hollín en el pad m del Campo Auca","Piedra Cevallos, Jorge Santiago","Bustillos Arequipa, Jorge Eduardo",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2016,2016-05-04T00:58:16Z,"Las correlaciones estratigráficas y estructurales con dirección N-S y E-O, generadas mediante el análisis de los registros eléctricos corridos a hueco abierto dentro de cada pozo perforado en el Campo Auca, permitieron interpretar la continuidad lateral de las areniscas (“U”, “T” y Hollín) en el PAD M del Campo Auca. Se identificó los principales horizontes de interés hidrocarburífero en el Campo Auca Sur, al demostrar la continuidad de las areniscas, los mapas estructurales e isópacos de las unidades litológicas determinando topes y bases en el Software PETREL, relacionando con los masterlogs generados de cada pozo perforado en el SOFTWARE Pen LAB y con las descripción de las muestras con presencia de hidrocarburo microscópicamente. Por lo tanto se concluye que el PAD M es un campo de avanzada por lo cual se incrementa el POES al realizar su perforación.||The stratigraphic and structural correlations with direction N-S and E-O, generated by analizing the well logs to open well within each well drilled in the Auca Field, allowed to interpretate the lateral continuity of the sandstones (“U”, “T” y Hollín) in the PAD M on Auca Field. The main horizons of hydrocarbon interest in the Auca Field were identified, demonstrating the continuity of sandstones, structural maps and isopach of the lithological units determining caps and bases in the PETREL Software relating to masterlogs generated from each well drilled in PenLAB SOFTWARE and the description of the samples with presence of hydrocarbon microscopically. Therefore, it is concluded that the PAD M is an advanced field so the POES is increased when performing your drilling.",CAMPO AUCA||CORRELACIÓN DE POZOS||MAPAS ESTRUCTURALES||MAPAS ISÓPACOS||REGISTROS ELÉCTRICOS||MASTERLOGS
Zonificación de susceptibilidad de fenómenos de remoción en masa en la vía Apagua-Pilaló-Tenefuerte,"Titumaita Sánchez, Wilmer Fernando","Pilatasig Moreno, Luis Felipe",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2023,2023-02-02T17:20:39Z,"La zona de estudio se encuentra ubicada en el centro-norte del Ecuador, políticamente pertenece al cantón de Pujilí, provincia de Cotopaxi. La región y especialmente la vía Pujilí-Pilaló-La Mana y áreas aledañas son afectadas recurrentemente por Fenómenos de Remoción en Masa (FRM) de diferente magnitud. Estos fenómenos geológicos han ocasionado destrucción parcial o total de la vía, daños en viviendas, áreas agrícolas y ganaderas, y accidentes de tráfico con pérdida de vidas humanas, haciendo necesario la evaluación de la zona. Está investigación evalúa la susceptibilidad por FRM mediante el Método Estadístico Univariado y el Proceso Analítico Jerárquico empleando los factores꞉ litología, meteorización, estructuras geológicas, pendientes, infiltración de lluvia, precipitación, sísmica y uso del suelo. El factor infiltración es obtenido en base a la combinación de la precipitación mensual y componentes específicos del terreno (pendientes, textura del suelo y cobertura vegetal). Con estas consideraciones, se generó un mapa de susceptibilidad con 5 niveles de susceptibilidades. Los niveles 5 y 4 caracterizados por dominios de susceptibilidades muy altas y altas respectivamente, se ubican en los tramos de la vía entre los poblados Tenefuerte-Macuchi y el poblado Pilaló. Los factores que tienen mayor influencia son la precipitación y pendiente, y los de influencia media son la infiltración y actividad antrópica. Con el fin de aumentar la confiabilidad del mapa de susceptibilidad, el detalle de la superficie de los FRM del inventario de deslizamientos, así como la cartografía de suelos, cobertura vegetal, rocas y depósitos superficiales deben ser continuamente actualizados.||The study zone is in the center-north of Ecuador, politically it belongs to the canton of Pujilí, province of Cotopaxi. The region and specially the Pujilí-Pilaló-La Mana road and its surrounding areas annually are affected by mass movements phenomena (MMP). These geological phenomena have caused partial or complete destruction of the road, also damage in houses and agricultural, livestock areas and traffic accidents with loss of human life making necessary to evaluate the zone. This research evaluates the susceptibility by MMP through the Univariate Statistical Method and Analytical Hierarchy process using the following factors꞉ lithology, weathering, geological structures, slopes, rain infiltration, precipitation, seismic and land use. The infiltration factor is obtained combining monthly precipitation and specific components of the terrain (slopes, soil texture and vegetable coverage). With these considerations, the susceptibility map was generated with 5 susceptibility levels. Levels 5 and 4 are characterized by the domain of very high to high susceptibility respectively, they are located in the road section between Tenefuerte-Macuchi towns, and in the Pilaló town. The major influence factors are precipitation and slopes, and the medium influence factors are infiltration and anthropic activity. To increase the reliability of the susceptibility map, the surface detail of the MMP of the landslide inventory, as well as the soils cartography, vegetable coverage, rocks and surface deposits must be continuously updated.",Fenómenos de remoción en masa||Método estadístico univariado||Ponderación de Saaty||Susceptibilidad a movimientos en masa
Efecto de la Glauconita en las propiedades petrofísicas del Reservorio Arenisca“T” Superior del Bloque Tarapoa,"Atahualpa Moreta, Gustavo Enrique","Trujillo, Benigno",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2013,2013-02-19T15:36:22Z,"La presencia de minerales arcillosos en areniscas que constituyen rocas reservorios es uno de los principales problemas a la hora de interpretar la porosidad, saturación de agua, volumen de arcilla y permeabilidad de la formación. La arenisca“T” Superior del bloque Tarapoa constituye un reservorio de crudo liviano superior a 29°API, 15 - 20% porosidad y permeabilidades entre 50 y 160mD, además su resistividad varía entre 9.5 y 11 Ωm. En este nivel se ha identificado la presencia, en grandes proporciones, de Glauconita (25-50%), misma que ha generado con sus propiedades físicas, químicas y mecánicas;impactos en los registros de pozos de resistividad, gamma ray, neutrón, litho-density, dependiendo de su volumen. Esto provocó, en un inicio, que los datos petrofísicos resultaran poco alentadores e incluso pesimistas a la hora de la evaluación del reservorio. Por estas razones se desarrolló un análisis que involucró la descripción petrográfica, sedimentológica, análisis de secciones estructurales, así también como el análisis de los datos obtenidos de los núcleos con los que se cuenta en este nivel.....||The presence of clay minerals in rocks are sandstone reservoirs is one of the main problems in interpreting the porosity, water saturation, clay content and permeability of the formation. The sandstone ""T"" Superior Tarapoa block is a light oil reservoir than 29 ° API, 15 to 20% porosity and permeability 160mD between 50 and also its resistivity varies between 9.5 and 11 Ωm. This level has identified the presence in large proportions, glauconite (25-50%), it has generated with its physical, chemical and mechanical; impacts on well log resistivity, gamma ray, neutron, litho -density, depending on your volume. This led, initially, that will result disappointing petrophysical data and even pessimistic when assessing the reservoir. For these reasons we developed an assay involving the petrographic description, sedimentological, analysis of structural sections, as well as analysis of data obtained from the cores with which account at this level.",GLAUCONITA||ARENISCA “T” SUPERIOR||BLOQUE TARAPOA||SATURACIÓN DE AGUA||PETROFÍSICA||GEOLOGÍA DEL PETRÓLEO
Aplicación de atributos sísmicos para la identificación de rasgos estratigráficos en los niveles arenosos (reservorios) de campos ubicados en la parte oriental de la Cuenca Oriente,"Tirira Méndez, Humberto Sebastian","Zura Quilumbango, Cristian Bayardo",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2022,2022-07-14T18:01:29Z,"La aplicación de atributos sísmicos y descomposición espectral son consideradas metodologías enfocadas en la extracción de datos desde los parámetros sísmicos, que procesados bajo un algoritmo matemático permite generar mapas sedimentológicos, estructurales y de tendencia de rocas reservorio para hidrocarburos. La aplicación de atributos sísmicos conlleva la interpretación de un horizonte de buena continuidad y amplitud cerca de los reservorios M1 y Basal Tena en el este de la Cuenca Oriente. Los atributos que mejor respondieron a la identificación de posibles rocas reservorio son: longitud de arco (Arc Length), envolvente promedio (Avereage Envelope), energía promedio (Average Energy), promedio de amplitud (Sum of Amplitudes) y la media cuadrática de la amplitud (RMS Amplitude); mientras que para descomposición espectral se consideraron frecuencias dominantes bajas, medias y altas. En atributos sísmicos, el contraste de matices permite identificar zonas con buena calidad de reservorio; así, colores cálidos (rojos, amarillo, verde) son relacionados con cuerpos arenosos de posibles ambientes de canales, meandros, canales y colores fríos (azul, morado) son relacionados con rocas con mala calidad de reservorio. La tendencia principal de los cuerpos identificados es SE-NO. La aplicación de descomposición espectral permitió confirmar la tendencias y límites de los cuerpos identificados por atributos sísmicos. Finalmente, se construyeron mapas de espesores de las areniscas M1 y Basal Tena usando pozos del campo Cuyabeno, y se evidenció una fuerte correlación con las tendencias y distribución de posibles reservorios identificados por atributos sísmicos y descomposición espectral.||The application of Seismic attributes and spectral decomposition are considered methodologies that focus on data extraction from seismic parameters, which are processed under a mathematical algorithm that allows the generation of sedimentological, structural and hydrocarbon reservoir trend maps. Seismic attributes application requires the interpretation of a horizon with good lateral continuity and amplitude located near to M1 and Basal Tena reservoirs in the East of Cuenca Oriente. The best response of the attributes for identifying possible reservoir rocks are Arc Length, Average Envelope, Average Energy, Sum of Amplitudes and RMS Amplitudes; while spectral decomposition considered low, medium and high dominant frequencies. In seismic attributes, the hue contrast allows to identify zones with good reservoir quality; thus, warm colors (red-yellow-green) are related to sandy bodies from channels, meanders, flood plains environments and cold colors (blue, purple) are related to poor rock reservoir quality. The main trend of the bodies identified is SE-NW. Spectral decomposition confirmed the trends and boundaries identified through seismic attributes. Finally, isopach maps of M1 and Basal Tena sandstone were constructed using wells from Cuyabeno field, showing a strong correlation with the trends and distribution of possible reservoirs identified by seismic attributes and spectral decomposition.",Atributo sísmico||Descomposición espectral||Espesores netos||Arenas
Geodinámica de las laderas del sector Cachi Alto- Cuturiví: relación con estructuras extensionales de deformación gravitacional profunda,"Mariño Moyón, Alexander David","Pilatasig Moreno, Luis Felipe",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2021,2021-09-19T23:29:51Z,"La zona Cachi Alto-Cuturiví ubicada en Pujilí, está afectada por varios procesos de remoción en masa. En esta investigación se utilizó técnicas de fotointerpretación, sistemas de monitoreo geodésico y modelos numéricos para investigar las características morfológicas y dinámicas de esta ladera. Los resultados destacan la existencia de dos sistemas principales de escarpes orientados al NE-SW y NW-SE, grietas y fallas. El análisis morfológico indicó dos asentamientos antiguos; deslizamiento de Cachi y Cuturiví, un deslizamiento activo y posibles deslizamientos latentes al sur del asentamiento de Cachi. Los datos geodésicos registrados por las estaciones de monitoreo mostraron periodos de levantamiento, subsidencia, periodos sin movimientos lateral y acomodamiento de bloques con desplazamientos hacia el norte y sur. Los resultados de los modelos sugieren que las mayores deformaciones ocurren al sur del deslizamiento de Cachi y noroeste de Cuturiví, cuyos desplazamientos varían entre 0.5m-1m en condiciones estáticas, y desplazamientos entre 3.9m-4.9m para una aceleración sísmica de 0.4g; y desplazamientos entre 2.9m-3.7m para una aceleración sísmica de 0.3g, para periodos de retorno sísmico de 475-500 años y 50-100 años respectivamente. Las características geomorfológicas, estratigráficas y geodinámicas sugieren que los fenómenos de remoción en masa que ocurren en la ladera Cachi Alto-Cuturiví pueden estar asociados a un proceso de deformación gravitacional profunda de ladera (DSGSD). Los resultados aportarán un mejor entendimiento de este tipo de fenómenos naturales en el sector Cachi-Cuturiví y contribuirán con evaluaciones de reducción de riesgos por deslizamientos.||The Cachi Alto-Cuturiví zone located on Pujilí, is affected by several landslides processes. In this research work, I used photo-interpretation techniques, geodetic monitoring systems and numerical models to investigate the morphological and dynamic characteristics of this slope. The results highlight two main scarp systems oriented NE-SW and NW-SE, fissures and faults. The morphological analysis indicated two ancient landslides; Cachi and Cuturiví, an active landslide and possible dormant landslides at south of the Cachi landslide. The geodetic data recorded into the monitoring stations showed uplift, subsidence, periods without lateral movements and blocks accommodation with northward and southward displacements. The model results suggested that the largest ground deformations occur at south of the Cachi landslide and northwest of Cuturiví, whose displacements vary between 0.5m-1m in static conditions, and displacements between 3.9m-4.9m for a seismic acceleration of 0.4g; and displacements between 2.9m-3.7m for a seismic acceleration of 0.3g, for 475-500 years and 50-100 years seismic return periods respectively. The geomorphological, stratigraphic and geodynamic features suggest that the landslide phenomena occurring on the Cachi Alto-Cuturiví slope will be associated with deep seated gravitational slope deformation processes (DSGSD). The results will provide a better understanding of this type of natural phenomena in the Cachi- Cuturuví sector and will contribute with the landslides risk reduction assessments.",CUTURIVÍ||ESCARPES||MONITOREO||MODELO NUMÉRICO||FALLAS GRAVITACIONALES
"Caracterización geológica y cálculo de reservas de la Veta Jane, en la mina “Golden Comunitaria” de la Parroquia Huertas, Cantón Zaruma","Albuja Boada, Jonathan Víctor","Jarrín Jurado, Jaime Raúl",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2017,2017-06-26T19:35:22Z,"Las labores de exploración-explotación bajo el régimen de pequeña minería de la empresa minera “Sociedad Golden Minera Comunitaria de Huertas”, están dentro de la concesión minera CEBRAL, ubicada al SW del Ecuador, en la provincia del El Oro, entre los cantones de Zaruma y Atahualpa, en el subdistrito minero El Oro, asociado al depósito hidrotermal aurífero polimetálico de Zaruma-Portovelo. El presente estudio, permite determinar las características geológicas que presenta la estructura mineralizada “Veta Jane” cortada a 1200 metros desde bocamina; el análisis incluye, precisar el tipo de litología de la roca encajante; mineralogía, texturas, estructuras mineralizadas de la mena y las condiciones estructurales que rigen a la veta. Además, se estimaron recursos medidos del bloque delimitado en la sección Sur de la Veta Jane mediante el método de bloques explotables utilizando áreas de los distintos niveles, profundidad del bloque, leyes medias para oro y plata obtenidas mediante ensayos al fuego de las muestras recolectadas con muestreos sistemáticos puntuales y lineales. Aplicando análisis macroscópicos y microscópicos, se ha identificado a la unidad Portovelo, específicamente a la serie Muluncay, compuesta de flujos lávicos de composición andesítica, tobas andesíticas y zonaciones de andesitas porfiríticas como roca encajante; la Veta Jane posee asociaciones minerales de cuarzo, adularia, pirita(py), calcopirita(cpy), magnetita(mt), hematite, blenda, especularita, argentita-alcantita, oro(Au) y texturas tipo maciza, stockwork, brechosa y crustiforme coloforme asociadas a un depósito epitermal de baja a intermedia sulfuración. Estructuralmente las fallas más representativas que influyen en los desplazamientos de la veta, están ligadas a sistemas tipo echelón y el salto sinestral que ocurre en el sector de Minas Nuevas, asociado a la falla Puente Busa Palestina; el resto de estructuras pueden estar relacionadas a eventos puntuales o locales asociados a fracturamientos de las estructuras mayores. La delimitación de labores en interior mina, permitió zonificar el bloque de la sección sur de la Veta Jane, estructuralmente hacia el norte por una falla normal, al sur y hacia profundidad por desfondes de labores mineras antiguas y a superficie por límites concesionarios con la empresa “O nivel”; al existir en este bloque, labores mineras en 4 niveles, se calcularon recursos medidos, obteniendo un total de 25398 toneladas de material polimetálico.||The exploration-exploitation mining works at “Sociedad Golden Minera Comunitaria de Huertas”, are within CEBRAL mining council, which is located in the SW of Ecuador, El Oro province, between the Zaruma and Atahualpa cantons, in El Oro mining subdistrict, associated to an auriferous-polymethallic hydrothermal deposit called Zaruma-Portovelo. The present study, allows define the geological characteristics of the “Jane vein”, which is cut 1200 meters since the entrance to the mine; few analysis are included, like identify the lithology of the hosted rock; another one consists on define the mineralogy, textures, mineralization and structural conditions of the vein. Also, this investigation estimated measured resources of the south block delimited on the South Jane vein zone through the exploitable block method, using settings as: areas of the levels, depth of the blocks, average grades for gold and silver obtained through fire tests from the samples taken by the lineal and punctual systematic sampling methods. Macro and microscopic analysis have helped to identify the rocks that belong to the Muluncay series of the Portovelo unit, which is composed by andesitic lavic flows, andesitic tuffs and porfiritic andesites as host rock; the Jane vein has mineralogic associations of cuartz, adularia, pyrite (py), chalcopyrite (cpy), magnetite (mt), hematite (hm), sphalerite (sph), especularita, argentite-acantite, gold (Au) and textures like: massive, stockwork, breccia and crustiform – coliform, which are associated to a low – intermediate sulfidation epithermal ore deposit. The most representative faults that have influence on the vein displacements, are related to échelon systems and sinestral system faults that occur in Minas Nuevas zone, which are associated to a regional fault called Puente Busa- Palestina; the rest of structures are related to punctual or local tectonic events as product of major structures movement. The mapping of mining works inside the mine, allowed to zonify the block of the South Jane vein, structurally to the north is bounded by a normal fault, to the south and in depth is bounded by ancient mining works and to the surface for “O Nivel” mine; this block have been exploited in four mining works that’s the reason why in this study were calculated measured resources, and the total value of resources is 25398 tons of mineralized material.",LABORES MINERAS||BLOQUES EXPLOTABLES||ASOCIACIONES MINERALÓGICAS-ESTRUCTURALES||DEPÓSITO EPITERMAL||VETA JANE||CÁLCULO DE RESERVAS
Análisis de vulnerabilidad a la contaminación del agua subterránea en la microcuenca del Río Milagro – Ingenio Valdez,"Caiza Herrera, Verónica Cristina","Alulema del Salto, Rafel Alberto||Calle Cordero, Alfredo",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2023,2023-12-18T20:13:16Z,"La evaluación de la vulnerabilidad a la contaminación de las aguas subterráneas debe ser una prioridad en la gestión responsable de los recursos hídricos, especialmente en zonas con actividades agrícolas permanentes. En el presente estudio el análisis se centra en el acuífero de la microcuenca del río Milagro – Ingenio Valdez cantón Milagro, provincia del Guayas, utilizando los métodos GOD y DRASTIC. La elaboración de la cartografía se obtiene mediante la recopilación de datos de diferentes fuentes, incluidos estudios de campo, datos geológicos, hidrológicos, edáficos, geofísicos y meteorológicos. En la determinación de la vulnerabilidad con el método GOD se identificaron zonas con moderada (56.70 %) y alta vulnerabilidad (53.53 %), los parámetros con mayor influencia fueron profundidad del nivel freático y ocurrencia del sustrato suprayacente. Mientras que, con DRASTIC el área se clasificó en vulnerabilidad: baja (5.13%), media (54.55%), alta (14.89%), muy alta (28.22%) y extremadamente alta (0.07 %). Los resultados de las metodologías son coherentes, señalando la necesidad de normar las actividades agrícolas e implementar medidas de prevención, protección y mitigación para preservar la cantidad y calidad del recurso hídrico subterráneo de la zona.",Contaminación
"Estudio del cambio de esfuerzos producido por el sismo de Burica, península de Burica-Panamá, Mw 6.6 del 08 de diciembre de 2014","Altamirano Garzón, Marco Antonio","Troncoso Salgado, Liliana Paulina",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2017,2017-06-20T19:05:31Z,"La subducción oblicua de la placa de Nazca bajo el suroeste de Panamá, y el movimiento dextral de la placa Nazca respecto de la placa Cocos, a lo largo de la Zona de Fractura de Panamá (PFZ), son fuentes de sismos Mw >6 registrados instrumentalmente. El cambio de esfuerzos generado por sismos grandes puede facilitar la ocurrencia de nuevos sismos en las zonas de falla. El terremoto de Burica Mw 6.6 del 08 de diciembre de 2016, fue modelado usando la solución del mecanismo focal y longitudes de la ruptura de 30, 35, 39 y 50 km. Los mejores modelos resultaron en cambios de esfuerzo Coulomb de 1.283 a 0.627 Bar, para un coeficiente de fricción 0.8. El modelo de mejor ajuste, longitud de ruptura de 30 km y 1.283 Bar, sugiere un incremento de la tensión hacia el suroeste y el noreste del epicentro, muy cerca del plano de falla principal. El 75,5% de las ubicaciones de réplicas coincidieron con este modelo y el terremoto Mw 5.2 de la PFZ al parecer fue generado por el terremoto de Mw 6.6 Burica. Así, el método Coulomb Stress Change y los resultados aquí presentados pueden ser direccionados a estudios del peligro sísmico en esta región, y puede ayudar a las autoridades panameñas a disminuir el riesgo sísmico.||The oblique subduction of Nazca plate below the southwestern Panama block, and the dextral motion of Nazca plate relative to Cocos plate along the Panama Fracture Zone (PFZ) have caused destructive earthquakes Mw >6 recorded during instrumental times. The Coulomb stress change generated by big earthquakes could trigger damage earthquakes into surrounding active faults. The 2014 December 8th Mw 6.6Burica earthquake was modeled using its focal mechanism solution and rupture lengths of 30, 35, 39 and 50 km. The better modeling results showed Coulomb stress changes from 1.283 to 0.627 Bar using the coefficient of friction 0.8. The best fit model, 30 km rupture length, and 1.283 Bar, suggests an increment of stress towards southwestward and northeastward from the foci, and closely normal to the main fault plane. The 75.5 % of aftershocks locations coincided with this model and the Mw 5.2 PFZ earthquake likely appeared to be triggered by the Mw 6.6 Burica earthquake. Thus, the Coulomb Stress Change method and the results presented here could be addressed to seismic hazards studies on this region, and could help to the Panamanian authorities to diminish the seismic risk.",CAMBIO DE ESFUERZOS COULOMB||SISMO DE BURICA||ZONA DE FRACTURA DE PANAMÁ
Evaluación de las características estructurales del macizo rocoso de la zona norte del yacimiento Fruta del Norte entre los niveles 1170 y 1195,"Viteri Martinetti, Evelyn Nicol","Pilatasig Moreno, Luis Felipe",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2021,2021-11-29T14:51:12Z,"El yacimiento Fruta del Norte está ubicado en la parroquia Los Encuentros, cantón Yanzatza, provincia de Zamora Chinchipe, en el Sureste del Ecuador. Geológicamente forma parte de la subprovincia metalogénica de cobre y oro en la Cordillera del Cóndor. Este yacimiento corresponde a un hidrotermal de sulfuración intermedia de oro y plata, cuya dirección principal de mineralización presenta un rumbo N-S. La zona de estudio tiene un área de 0,053 km2 y está ubicada en la parte Norte del yacimiento, entre los niveles 1170 y 1195. El objeto del presente trabajo es evaluar las condiciones estructurales, para definir controles estructurales que han interferido en la variación de zonas de mineralización y alteración, al igual que la delimitación de litologías. El mapeo geológico-estructural permitió determinar estructuras con rumbos en sentido N-S, NNO-SSE, NO-SE y E-O, y buzamientos moderados a subverticales, siendo las estructuras N-S las más antiguas, mismas que forman parte de la zona de falla Las Peñas. La litología del área parece estar influenciada por estructuras N-S, E-O y NO-SE, aunque los contactos que las separan son intrusivos. Las zonas de alteración no presentan control estructural evidente, pero sí parecen seguir un rumbo N-S. La mineralización en general tiene sentido N-S, existiendo un enriquecimiento hacia el Sur de la zona de estudio, donde ocurre la intersección de estructuras N-S, E-O y NO-SE.||The Fruta del Norte field is located in the Los Encuentros parish, Yanzatza canton, Zamora Chinchipe province, in southeastern Ecuador. Geologically it is part of the copper and gold metallogenic subprovince of the Cordillera del Cóndor. This deposit corresponds to a hydrothermal medium with gold and silver sulphidation, the main mineralization trend presents a N-S strike. The study area has a surface of 0,053 km2 and is located in the northern part of the deposit, between levels 1170 and 1195. The purpose of this work is to evaluate the structural conditions, in order to define the structural controls that have interfered with the variation of mineralization and alteration zones, as well as the lithologies delimitation. The geological-structural mapping enabled to determine structures with N-S, NNO-SSE, NW-SE and E-W trends, and moderate to subvertical dips, being the N-S structures the oldest, all of them as part of Las Peñas fault zone. The lithology of the area appears to be influenced by N-S, E-W and NW-SE structures, although the contacts that separate them are intrusive. The alteration zones do not show structural control, but it appears to follow a N-S strike. The mineralization generally has a N-S trend, with an enrichment towards the South of the study area, where it occurs the intersection of the N-S, E-W and NW-SE structures.",EPITERMAL||ESTRUCTURAS GEOLÓGICAS||MODELO GEOLÓGICO ESTRUCTURAL
"Análisis del procedimiento de operación, excavación y revestimiento en la construcción del Túnel de Conducción del Proyecto Hidroeléctrico Coca Codo Sinclair entre las abscisas 00+000 a 09+878,30","Romero Sarabia, Estefany Dayanell","Ponce Zambrano, Marlon René",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2018,2018-09-07T22:37:47Z,"El presente proyecto de investigación, realiza un análisis detallado del procedimiento de operación, excavación y revestimiento en la construcción del túnel de conducción del Proyecto Hidroeléctrico Coca Codo Sinclair entre las abscisas 00+000,00 a 09+878,30. Para la valoración del macizo rocoso se aplicaron dos sistemas de clasificación geomecánica; Rock Mass Rating (RMR), Bieniawski 1989, y el Índice Q, Barton 1974. Se propone una correlación entre el índice RMR y Q para las rocas que atravesó el túnel de conducción en el tramo señalado, a partir de los datos recopilados in situ durante la excavación. Durante la etapa constructiva los métodos de excavación empleados fueron: el método convencional; mediante perforación y voladura y el método sistemático; mediante el uso de una tuneladora tipo doble escudo. Las bases de datos generadas durante esta etapa permitieron realizar un procesamiento de información y como resultado se obtuvieron indicadores para cada método de excavación, considerando las siguientes variables: tipo de roca, rendimientos, parámetros de operación, sostenimiento y revestimiento, equipos y materiales.||This research project carries out a detailed analysis of the operation, excavation and coating procedure in the construction of the driving tunnel of the Coca Codo Sinclair Hydroelectric Project between abscissas 00 + 000.00 to 09 + 878.30. For the evaluation of the rock mass, two systems of geomechanical classification were applied; Rock Mass Rating (RMR), Bieniawski 1989, and the Q Index, Barton 1974, in this study we propose a correlation between the RMR index and Q for volcanic rocks, through which it passed through the driving tunnel in the indicated section, from of the data collected in situ during the excavation. During the construction stage, the excavation methods used were: the conventional method; by drilling and blasting and the systematic method; by using a double shield type tunnel boring machine. The databases generated during this stage allowed for an information processing and, as a result, indicators were obtained for each excavation method, considering the following variables: rock type, yields, operating parameters, support and coating, equipment and materials.",PERFORACIÓN Y VOLADURA||TUNELADORA||CLASIFICACIÓN GEOMECÁNICA
